id,is_control_task,mixed_set,mixed_topics,mixed_words,quartile,similarity,task_id,topic1_words,topic2_words,model
216476610,,<b>cognitive</b><br>perception<br><b>machine</b><br>color<br><b>computational</b><br>mental<br><b>brain</b><br>experience,"[15, 17]","['mental', 'perception', 'color', 'experience', 'cognitive', 'brain', 'machine', 'computational']",0,0.7481873631477356,mix_15_17_closest,"['mental', 'perception', 'color', 'experience']","['cognitive', 'brain', 'machine', 'computational']",CFMF-emb_24
216476611,,<b>coherent</b><br>witness<br><b>proposition</b><br>measure<br><b>set</b><br>probability<br><b>shogenji</b><br>coherence,[50],"['coherence', 'measure', 'probability', 'witness', 'set', 'proposition', 'coherent', 'shogenji']",-1,1.0,single,"['coherence', 'measure', 'probability', 'witness']","['set', 'proposition', 'coherent', 'shogenji']",BERTopic_54
216476612,,<b>explanation</b><br><b>explanatory</b><br><b>law</b><br>fact<br>account<br>condition<br>phenomenon<br><b>explain</b>,[42],"['explanation', 'law', 'explain', 'explanatory', 'account', 'phenomenon', 'condition', 'fact']",-1,1.0,single,"['explanation', 'law', 'explain', 'explanatory']","['account', 'phenomenon', 'condition', 'fact']",LDA_54
216476613,,<b>simulation</b><br>idealization<br>equation<br><b>target</b><br><b>model</b><br>climate<br><b>representation</b><br>representational,[13],"['model', 'simulation', 'representation', 'target', 'idealization', 'equation', 'representational', 'climate']",-1,1.0,single,"['model', 'simulation', 'representation', 'target']","['idealization', 'equation', 'representational', 'climate']",CFMF_50
216476614,,theory<br>empirical<br><b>object</b><br><b>relation</b><br>theoretical<br><b>world</b><br>structure<br><b>property</b>,"[3, 7]","['theory', 'theoretical', 'empirical', 'structure', 'world', 'object', 'relation', 'property']",0,0.7803099155426025,mix_3_7_closest,"['theory', 'theoretical', 'empirical', 'structure']","['world', 'object', 'relation', 'property']",LDA_54
216476615,,warrant<br><b>justification</b><br>knowledge<br><b>norm</b><br><b>case</b><br><b>evidence</b><br>know<br>epistemic,[40],"['epistemic', 'knowledge', 'warrant', 'know', 'justification', 'norm', 'case', 'evidence']",-1,1.0,single,"['epistemic', 'knowledge', 'warrant', 'know']","['justification', 'norm', 'case', 'evidence']",NMF_50
216476616,,utilitarianism<br>morality<br>utilitarian<br><b>signalers</b><br><b>huttegger</b><br><b>payoff</b><br>baier<br><b>replicator</b>,"[18, 23]","['morality', 'baier', 'utilitarianism', 'utilitarian', 'replicator', 'payoff', 'huttegger', 'signalers']",0,0.7384867072105408,mix_18_23_closest,"['morality', 'baier', 'utilitarianism', 'utilitarian']","['replicator', 'payoff', 'huttegger', 'signalers']",Top2Vec_25
216476617,,<b>lundberg</b><br>sociology<br><b>society</b><br>mores<br><b>mankind</b><br><b>civilization</b><br>personality<br>philosophic,[3],"['mankind', 'lundberg', 'society', 'civilization', 'personality', 'philosophic', 'mores', 'sociology']",-1,1.0,single,"['mankind', 'lundberg', 'society', 'civilization']","['personality', 'philosophic', 'mores', 'sociology']",Top2Vec_25
216476618,,<b>gene</b><br>genetic<br><b>organism</b><br>dna<br><b>species</b><br><b>specie</b><br>evolutionary<br>taxon,[49],"['gene', 'specie', 'species', 'organism', 'genetic', 'evolutionary', 'taxon', 'dna']",-1,1.0,single,"['gene', 'specie', 'species', 'organism']","['genetic', 'evolutionary', 'taxon', 'dna']",CFMF_50
216476619,,particle<br><b>bohr</b><br><b>quantum</b><br>mechanic<br><b>wave</b><br>energy<br><b>electron</b><br>physic,[2],"['quantum', 'wave', 'bohr', 'electron', 'particle', 'energy', 'mechanic', 'physic']",-1,1.0,single,"['quantum', 'wave', 'bohr', 'electron']","['particle', 'energy', 'mechanic', 'physic']",CFMF_50
216476620,,<b>truthmaking</b><br><b>parthood</b><br>nominalistically<br>nominalist<br>nominalistic<br><b>markosian</b><br><b>mereological</b><br>indispensability,"[24, 15]","['nominalistic', 'indispensability', 'nominalistically', 'nominalist', 'mereological', 'markosian', 'truthmaking', 'parthood']",0,0.7569823265075684,mix_24_15_closest,"['nominalistic', 'indispensability', 'nominalistically', 'nominalist']","['mereological', 'markosian', 'truthmaking', 'parthood']",Top2Vec_25
216476621,,morality<br>morally<br>moral<br>harsanyi<br><b>payoff</b><br><b>huttegger</b><br><b>sender</b><br><b>replicator</b>,"[14, 44]","['morality', 'morally', 'harsanyi', 'moral', 'replicator', 'payoff', 'sender', 'huttegger']",0,0.7526813745498657,mix_14_44_closest,"['morality', 'morally', 'harsanyi', 'moral']","['replicator', 'payoff', 'sender', 'huttegger']",Top2Vec_48
216476622,,<b>leibniz</b><br>temporal<br><b>whitehead</b><br><b>universe</b><br>event<br>space<br>cosmology<br><b>instant</b>,[7],"['universe', 'leibniz', 'whitehead', 'instant', 'temporal', 'event', 'cosmology', 'space']",-1,1.0,single,"['universe', 'leibniz', 'whitehead', 'instant']","['temporal', 'event', 'cosmology', 'space']",CFMF_50
216476623,,<b>probability</b><br>player<br>game<br><b>credence</b><br>agent<br><b>bayesian</b><br>utility<br><b>belief</b>,"[16, 18]","['player', 'game', 'agent', 'utility', 'probability', 'bayesian', 'credence', 'belief']",0,0.7331703901290894,mix_16_18_closest,"['player', 'game', 'agent', 'utility']","['probability', 'bayesian', 'credence', 'belief']",CFMF-emb_24
216476624,,belief<br>epistemic<br><b>inductive</b><br><b>inference</b><br>knowledge<br><b>induction</b><br>know<br><b>hume</b>,"[3, 28]","['belief', 'knowledge', 'epistemic', 'know', 'induction', 'inductive', 'inference', 'hume']",0,0.810842752456665,mix_3_28_closest,"['belief', 'knowledge', 'epistemic', 'know']","['induction', 'inductive', 'inference', 'hume']",BERTopic_54
216476625,,<b>wittgenstein</b><br><b>emotion</b><br>neurath<br>carnap<br><b>pain</b><br>language<br>schlick<br><b>russell</b>,"[8, 14]","['wittgenstein', 'emotion', 'russell', 'pain', 'carnap', 'neurath', 'schlick', 'language']",0,0.7402562499046326,mix_8_14_closest,"['wittgenstein', 'emotion', 'russell', 'pain']","['carnap', 'neurath', 'schlick', 'language']",CFMF_25
216476626,,<b>laraudogoitia</b><br>staccato<br><b>supertasks</b><br><b>supertask</b><br>zeno<br>alper<br>bridger<br><b>trst</b>,[45],"['laraudogoitia', 'supertask', 'supertasks', 'trst', 'alper', 'bridger', 'zeno', 'staccato']",-1,1.0,single,"['laraudogoitia', 'supertask', 'supertasks', 'trst']","['alper', 'bridger', 'zeno', 'staccato']",Top2Vec_48
216476627,,behavior<br><b>high</b><br><b>emergence</b><br>state<br><b>time</b><br><b>complex</b><br>system<br>level,[15],"['system', 'level', 'state', 'behavior', 'time', 'complex', 'high', 'emergence']",-1,1.0,single,"['system', 'level', 'state', 'behavior']","['time', 'complex', 'high', 'emergence']",LDA_54
216476628,,<b>liouville</b><br><b>microcanonical</b><br><b>gibbsian</b><br>macrostates<br>macrostate<br>microstate<br><b>boltzmannian</b><br>microstates,[22],"['macrostate', 'microstates', 'macrostates', 'microstate', 'microcanonical', 'liouville', 'boltzmannian', 'gibbsian']",-1,1.0,single,"['macrostate', 'microstates', 'macrostates', 'microstate']","['microcanonical', 'liouville', 'boltzmannian', 'gibbsian']",Top2Vec_25
216476629,,<b>causal</b><br><b>cause</b><br>event<br>case<br><b>law</b><br>condition<br><b>explanation</b><br>causation,[4],"['causal', 'cause', 'law', 'explanation', 'event', 'case', 'condition', 'causation']",-1,1.0,single,"['causal', 'cause', 'law', 'explanation']","['event', 'case', 'condition', 'causation']",BERTopic_10
216476630,,<b>statistical</b><br><b>hypothesis</b><br><b>propensity</b><br>frequency<br>probability<br>chance<br><b>distribution</b><br>bayesian,[22],"['probability', 'bayesian', 'frequency', 'chance', 'hypothesis', 'statistical', 'distribution', 'propensity']",-1,1.0,single,"['probability', 'bayesian', 'frequency', 'chance']","['hypothesis', 'statistical', 'distribution', 'propensity']",CFMF_25
216476631,,<b>success</b><br>theoretical<br>model<br><b>realism</b><br><b>realist</b><br>theory<br>term<br><b>scientific</b>,"[16, 10]","['theory', 'theoretical', 'term', 'model', 'success', 'realist', 'realism', 'scientific']",0,0.7757992744445801,mix_16_10_closest,"['theory', 'theoretical', 'term', 'model']","['success', 'realist', 'realism', 'scientific']",BERTopic_25
216476632,,<b>set</b><br><b>truth</b><br>theory<br><b>sentence</b><br>mathematics<br><b>language</b><br>mathematical<br>object,[0],"['sentence', 'truth', 'language', 'set', 'object', 'theory', 'mathematical', 'mathematics']",-1,1.0,single,"['sentence', 'truth', 'language', 'set']","['object', 'theory', 'mathematical', 'mathematics']",BERTopic_25
216476634,,cortex<br><b>intervention</b><br><b>interventionist</b><br>neuroscience<br><b>cartwright</b><br><b>woodward</b><br>neural<br>processing,"[6, 4]","['neural', 'processing', 'neuroscience', 'cortex', 'cartwright', 'woodward', 'intervention', 'interventionist']",0,0.640220046043396,mix_6_4_closest,"['neural', 'processing', 'neuroscience', 'cortex']","['cartwright', 'woodward', 'intervention', 'interventionist']",Top2Vec_10
216476635,,temporal<br><b>bang</b><br><b>time</b><br>event<br><b>cosmology</b><br>present<br><b>universe</b><br>past,"[33, 30]","['universe', 'time', 'bang', 'cosmology', 'present', 'event', 'past', 'temporal']",0,0.7519271373748779,mix_33_30_closest,"['universe', 'time', 'bang', 'cosmology']","['present', 'event', 'past', 'temporal']",BERTopic_54
216476636,,<b>vagueness</b><br><b>vague</b><br>true<br>bald<br><b>predicate</b><br>truth<br>sorites<br><b>borderline</b>,[32],"['vagueness', 'vague', 'borderline', 'predicate', 'bald', 'true', 'sorites', 'truth']",-1,1.0,single,"['vagueness', 'vague', 'borderline', 'predicate']","['bald', 'true', 'sorites', 'truth']",BERTopic_54
216476637,,<b>society</b><br><b>science</b><br>feyerabend<br><b>scientific</b><br>popper<br>laudan<br><b>social</b><br>kuhn,"[2, 5]","['social', 'science', 'society', 'scientific', 'kuhn', 'popper', 'laudan', 'feyerabend']",0,0.6865129470825195,mix_2_5_closest,"['social', 'science', 'society', 'scientific']","['kuhn', 'popper', 'laudan', 'feyerabend']",CFMF_10
216476638,,inductive<br>rule<br>induction<br>inference<br><b>confirmation</b><br><b>confirm</b><br><b>measure</b><br><b>evidence</b>,"[31, 20]","['induction', 'inductive', 'rule', 'inference', 'confirmation', 'confirm', 'measure', 'evidence']",0,0.7799575924873352,mix_31_20_closest,"['induction', 'inductive', 'rule', 'inference']","['confirmation', 'confirm', 'measure', 'evidence']",NMF_50
216476639,,<b>tarski</b><br><b>sentence</b><br>kattsoff<br><b>quantifier</b><br>mengenlehre<br>mannoury<br>mathematik<br><b>frege</b>,"[0, 21]","['tarski', 'frege', 'quantifier', 'sentence', 'kattsoff', 'mannoury', 'mathematik', 'mengenlehre']",0,0.8323194980621338,mix_0_21_closest,"['tarski', 'frege', 'quantifier', 'sentence']","['kattsoff', 'mannoury', 'mathematik', 'mengenlehre']",Top2Vec_48
216476640,,scientist<br><b>philosophy</b><br><b>science</b><br>historical<br><b>scientific</b><br>history<br><b>knowledge</b><br>philosopher,[2],"['science', 'scientific', 'philosophy', 'knowledge', 'scientist', 'history', 'historical', 'philosopher']",-1,1.0,single,"['science', 'scientific', 'philosophy', 'knowledge']","['scientist', 'history', 'historical', 'philosopher']",LDA_54
216476641,,fraassen<br>realism<br><b>reduction</b><br>realist<br><b>explanation</b><br>van<br><b>model</b><br><b>law</b>,"[2, 12]","['law', 'explanation', 'model', 'reduction', 'realist', 'realism', 'fraassen', 'van']",0,0.7721015214920044,mix_2_12_closest,"['law', 'explanation', 'model', 'reduction']","['realist', 'realism', 'fraassen', 'van']",CFMF_25
216476642,,god<br>descartes<br><b>force</b><br>galileo<br><b>newton</b><br>earth<br><b>body</b><br><b>motion</b>,[27],"['motion', 'newton', 'body', 'force', 'galileo', 'descartes', 'god', 'earth']",-1,1.0,single,"['motion', 'newton', 'body', 'force']","['galileo', 'descartes', 'god', 'earth']",NMF_50
216476643,,agent<br><b>bet</b><br><b>credence</b><br>jeffrey<br><b>probability</b><br><b>belief</b><br>conditionalization<br>function,[17],"['probability', 'bet', 'belief', 'credence', 'agent', 'function', 'conditionalization', 'jeffrey']",-1,1.0,single,"['probability', 'bet', 'belief', 'credence']","['agent', 'function', 'conditionalization', 'jeffrey']",BERTopic_54
216476644,,predicate<br><b>truth</b><br>vagueness<br><b>set</b><br><b>sentence</b><br>vague<br><b>language</b><br>borderline,"[0, 21]","['sentence', 'truth', 'language', 'set', 'vagueness', 'vague', 'borderline', 'predicate']",0,0.7933707237243652,mix_0_21_closest,"['sentence', 'truth', 'language', 'set']","['vagueness', 'vague', 'borderline', 'predicate']",BERTopic_25
216476645,,<b>psychology</b><br>behavior<br><b>mind</b><br>state<br><b>human</b><br>mental<br><b>cognitive</b><br>psychological,[37],"['mental', 'behavior', 'state', 'psychological', 'psychology', 'cognitive', 'mind', 'human']",-1,1.0,single,"['mental', 'behavior', 'state', 'psychological']","['psychology', 'cognitive', 'mind', 'human']",LDA_54
216476646,,brain<br><b>color</b><br>cognitive<br>neural<br><b>perception</b><br>computational<br><b>perceptual</b><br><b>visual</b>,"[23, 41]","['perception', 'perceptual', 'visual', 'color', 'cognitive', 'brain', 'neural', 'computational']",0,0.7387664318084717,mix_23_41_closest,"['perception', 'perceptual', 'visual', 'color']","['cognitive', 'brain', 'neural', 'computational']",CFMF-emb_51
216476648,,lorentz<br>velocity<br><b>state</b><br>clock<br><b>particle</b><br>einstein<br><b>measurement</b><br><b>quantum</b>,"[2, 23]","['quantum', 'particle', 'measurement', 'state', 'clock', 'velocity', 'lorentz', 'einstein']",0,0.7100043296813965,mix_2_23_closest,"['quantum', 'particle', 'measurement', 'state']","['clock', 'velocity', 'lorentz', 'einstein']",NMF_25
216476649,,philosophiae<br><b>descartes</b><br><b>seventeenth</b><br>dedicatory<br><b>newton</b><br>treatise<br><b>mathematicall</b><br>celestial,[2],"['seventeenth', 'newton', 'descartes', 'mathematicall', 'philosophiae', 'treatise', 'dedicatory', 'celestial']",-1,1.0,single,"['seventeenth', 'newton', 'descartes', 'mathematicall']","['philosophiae', 'treatise', 'dedicatory', 'celestial']",Top2Vec_25
216476650,,hypothesis<br>evidence<br><b>theory</b><br>confirm<br><b>black</b><br>confirmation<br><b>raven</b><br><b>test</b>,[9],"['hypothesis', 'confirmation', 'evidence', 'confirm', 'raven', 'test', 'theory', 'black']",-1,1.0,single,"['hypothesis', 'confirmation', 'evidence', 'confirm']","['raven', 'test', 'theory', 'black']",NMF_10
216476651,,<b>warrant</b><br><b>proposition</b><br><b>testimony</b><br>justification<br>belief<br>knowledge<br><b>doxastic</b><br>epistemic,[22],"['belief', 'epistemic', 'justification', 'knowledge', 'proposition', 'warrant', 'doxastic', 'testimony']",-1,1.0,single,"['belief', 'epistemic', 'justification', 'knowledge']","['proposition', 'warrant', 'doxastic', 'testimony']",CFMF-emb_24
216476652,,feyerabend<br><b>paradigm</b><br><b>kuhn</b><br>revolution<br><b>incommensurability</b><br>science<br><b>scientific</b><br>scientist,[2],"['kuhn', 'incommensurability', 'paradigm', 'scientific', 'feyerabend', 'science', 'revolution', 'scientist']",-1,1.0,single,"['kuhn', 'incommensurability', 'paradigm', 'scientific']","['feyerabend', 'science', 'revolution', 'scientist']",CFMF-emb_51
216476653,,<b>mechanic</b><br><b>particle</b><br>electron<br><b>quantum</b><br>energy<br><b>measurement</b><br>probability<br>wave,[0],"['quantum', 'particle', 'measurement', 'mechanic', 'wave', 'electron', 'probability', 'energy']",-1,1.0,single,"['quantum', 'particle', 'measurement', 'mechanic']","['wave', 'electron', 'probability', 'energy']",CFMF-emb_10
216476654,,galileo<br>kant<br>motion<br><b>relativity</b><br><b>clock</b><br><b>einstein</b><br>newton<br><b>spacetime</b>,"[15, 23]","['kant', 'newton', 'galileo', 'motion', 'spacetime', 'einstein', 'clock', 'relativity']",0,0.7337546944618225,mix_15_23_closest,"['kant', 'newton', 'galileo', 'motion']","['spacetime', 'einstein', 'clock', 'relativity']",CFMF_25
216476655,,<b>concept</b><br><b>definition</b><br>refer<br>reference<br><b>kind</b><br><b>term</b><br>use<br>category,[34],"['concept', 'term', 'kind', 'definition', 'reference', 'use', 'category', 'refer']",-1,1.0,single,"['concept', 'term', 'kind', 'definition']","['reference', 'use', 'category', 'refer']",LDA_54
216476656,,<b>proposition</b><br>truth<br>true<br><b>logic</b><br><b>false</b><br>sentence<br>predicate<br><b>world</b>,"[11, 15]","['sentence', 'truth', 'predicate', 'true', 'proposition', 'false', 'logic', 'world']",0,0.8010908365249634,mix_11_15_closest,"['sentence', 'truth', 'predicate', 'true']","['proposition', 'false', 'logic', 'world']",NMF_25
216476657,,<b>mannoury</b><br>society<br><b>conscience</b><br>philosophic<br><b>spiritual</b><br>sociology<br><b>significa</b><br>mankind,"[2, 9]","['mankind', 'philosophic', 'sociology', 'society', 'spiritual', 'conscience', 'mannoury', 'significa']",0,0.7994886636734009,mix_2_9_closest,"['mankind', 'philosophic', 'sociology', 'society']","['spiritual', 'conscience', 'mannoury', 'significa']",Top2Vec_48
216476658,,gettier<br><b>knowledge</b><br><b>justification</b><br><b>epistemic</b><br>testimony<br><b>belief</b><br>proposition<br>williamson,[46],"['belief', 'knowledge', 'epistemic', 'justification', 'proposition', 'gettier', 'testimony', 'williamson']",-1,1.0,single,"['belief', 'knowledge', 'epistemic', 'justification']","['proposition', 'gettier', 'testimony', 'williamson']",CFMF-emb_51
216476659,,<b>utility</b><br>decision<br>action<br><b>credence</b><br><b>agent</b><br>belief<br><b>preference</b><br>probability,[13],"['agent', 'utility', 'preference', 'credence', 'decision', 'action', 'probability', 'belief']",-1,1.0,single,"['agent', 'utility', 'preference', 'credence']","['decision', 'action', 'probability', 'belief']",CFMF_25
216476660,,goal<br><b>selection</b><br><b>fitness</b><br><b>evolutionary</b><br>function<br>artefact<br>teleological<br><b>population</b>,"[18, 6]","['function', 'teleological', 'artefact', 'goal', 'selection', 'population', 'fitness', 'evolutionary']",0,0.7423285245895386,mix_18_6_closest,"['function', 'teleological', 'artefact', 'goal']","['selection', 'population', 'fitness', 'evolutionary']",BERTopic_54
216476661,,argument<br><b>motion</b><br>theory<br><b>force</b><br><b>body</b><br><b>newton</b><br>claim<br>truth,"[18, 1]","['body', 'motion', 'newton', 'force', 'theory', 'argument', 'claim', 'truth']",0,0.7474256753921509,mix_18_1_closest,"['body', 'motion', 'newton', 'force']","['theory', 'argument', 'claim', 'truth']",LDA_25
216476662,,verisimilitude<br>truthlikeness<br>popper<br>miller<br><b>coherence</b><br><b>ibe</b><br><b>shogenji</b><br><b>testimony</b>,"[26, 35]","['popper', 'verisimilitude', 'truthlikeness', 'miller', 'coherence', 'ibe', 'shogenji', 'testimony']",0,0.789143979549408,mix_26_35_closest,"['popper', 'verisimilitude', 'truthlikeness', 'miller']","['coherence', 'ibe', 'shogenji', 'testimony']",CFMF_50
216476663,,scheines<br><b>propen</b><br>cmc<br>spirtes<br><b>mise</b><br>intervention<br><b>fetzer</b><br><b>propensity</b>,"[33, 40]","['spirtes', 'scheines', 'intervention', 'cmc', 'fetzer', 'propensity', 'propen', 'mise']",0,0.7949707508087158,mix_33_40_closest,"['spirtes', 'scheines', 'intervention', 'cmc']","['fetzer', 'propensity', 'propen', 'mise']",Top2Vec_48
216476664,,thing<br><b>use</b><br><b>knowledge</b><br>point<br><b>mean</b><br>case<br>know<br><b>question</b>,"[10, 11]","['question', 'knowledge', 'use', 'mean', 'thing', 'know', 'case', 'point']",0,0.797885000705719,mix_10_11_closest,"['question', 'knowledge', 'use', 'mean']","['thing', 'know', 'case', 'point']",LDA_54
216476665,,<b>science</b><br><b>scientific</b><br>philosophy<br>scientist<br><b>social</b><br>research<br>kuhn<br><b>theory</b>,[1],"['science', 'scientific', 'theory', 'social', 'research', 'scientist', 'philosophy', 'kuhn']",-1,1.0,single,"['science', 'scientific', 'theory', 'social']","['research', 'scientist', 'philosophy', 'kuhn']",BERTopic_54
216476666,,chemist<br><b>biology</b><br>chemistry<br><b>life</b><br><b>organism</b><br>substance<br>chemical<br><b>cell</b>,"[20, 15]","['chemical', 'chemistry', 'substance', 'chemist', 'cell', 'life', 'organism', 'biology']",0,0.7466795444488525,mix_20_15_closest,"['chemical', 'chemistry', 'substance', 'chemist']","['cell', 'life', 'organism', 'biology']",BERTopic_54
216476667,,<b>update</b><br><b>agent</b><br>credence<br>jeffrey<br>bayesian<br><b>posterior</b><br>probability<br><b>conditionalization</b>,[14],"['bayesian', 'probability', 'credence', 'jeffrey', 'conditionalization', 'update', 'posterior', 'agent']",-1,1.0,single,"['bayesian', 'probability', 'credence', 'jeffrey']","['conditionalization', 'update', 'posterior', 'agent']",CFMF_50
216476668,,science<br><b>incommensurability</b><br><b>feyerabend</b><br>lakatos<br><b>paradigm</b><br>laudan<br><b>kuhn</b><br>rationality,"[38, 33]","['kuhn', 'feyerabend', 'incommensurability', 'paradigm', 'laudan', 'lakatos', 'rationality', 'science']",0,0.7714933156967163,mix_38_33_closest,"['kuhn', 'feyerabend', 'incommensurability', 'paradigm']","['laudan', 'lakatos', 'rationality', 'science']",CFMF_50
216476669,,know<br>thing<br><b>man</b><br><b>find</b><br><b>good</b><br><b>question</b><br>time<br>fact,[8],"['know', 'time', 'thing', 'fact', 'find', 'man', 'good', 'question']",-1,1.0,single,"['know', 'time', 'thing', 'fact']","['find', 'man', 'good', 'question']",LDA_25
216878277,,dog<br>cat<br><b>horse</b><br><b>cow</b><br><b>sheep</b><br><b>goat</b><br>donkey<br>pig,[-10],,-10,1.0,control,['dog' 'cat' 'horse' 'cow'] ['sheep' 'goat' 'donkey' 'pig'],['dog' 'cat' 'horse' 'cow' 'sheep' 'goat' 'donkey' 'pig'],CONTROL
216878278,,<b>apple</b><br><b>pear</b><br>orange<br>grape<br><b>peach</b><br><b>plum</b><br>melon<br>kiwi,[-10],,-10,1.0,control,['apple' 'pear' 'orange' 'grape'] ['peach' 'plum' 'melon' 'kiwi'],['apple' 'pear' 'orange' 'grape' 'peach' 'plum' 'melon' 'kiwi'],CONTROL
216878279,,<b>doctor</b><br><b>nurse</b><br><b>surgeon</b><br><b>therapist</b><br>rose<br>tulip<br>lily<br>daisy,[-20],,-20,0.0,control,['doctor' 'nurse' 'surgeon' 'therapist'] ['rose' 'tulip' 'lily' 'daisy'],['doctor' 'nurse' 'surgeon' 'therapist' 'rose' 'tulip' 'lily' 'daisy'],CONTROL
216878280,,<b>notebook</b><br><b>pencil</b><br><b>eraser</b><br>football<br><b>pen</b><br>tennis<br>basketball<br>chess,[-20],,-20,0.0,control,['notebook' 'pen' 'pencil' 'eraser'] ['football' 'tennis' 'basketball' 'chess'],['notebook' 'pen' 'pencil' 'eraser' 'football' 'tennis' 'basketball' 'chess'],CONTROL
